Principal MECID,Principal Name,Address 1,Address 2,City,State,Zip,Phone 1,Phone 2,Lobbyist MECID,Lobbyist Name
P181326,MCTA – The Missouri Internet & Television Association,PO Box 1895,,Jefferson City,MO,65102-1895,(573) 415-8234,,L002922,"Eaton, Alex Thomas"
P181326,MCTA – The Missouri Internet & Television Association,PO Box 1895,,Jefferson City,MO,65102-1895,(573) 415-8234,,L003105,"Roepe, Christopher 'Chris'"
P181326,MCTA – The Missouri Internet & Television Association,PO Box 1895,,Jefferson City,MO,65102-1895,(573) 415-8234,,L003160,"Porter, Gregory 'Greg' D"
P181326,MCTA – The Missouri Internet & Television Association,PO Box 1895,,Jefferson City,MO,65102-1895,(573) 415-8234,,L003549,"Bardgett, Jacqueline"
P181326,MCTA – The Missouri Internet & Television Association,PO Box 1895,,Jefferson City,MO,65102-1895,(573) 415-8234,,L003652,"Torpey, Noel"
P181326,MCTA – The Missouri Internet & Television Association,PO Box 1895,,Jefferson City,MO,65102-1895,(573) 415-8234,,L003722,"Lohmann, Rebecca"
P181326,MCTA – The Missouri Internet & Television Association,PO Box 1895,,Jefferson City,MO,65102-1895,(573) 415-8234,,L003862,"Schulte, Angela 'Angie'"
P181326,MCTA – The Missouri Internet & Television Association,PO Box 1895,,Jefferson City,MO,65102-1895,(573) 415-8234,,L004183,"Willis, David"
P181326,MCTA – The Missouri Internet & Television Association,PO Box 1895,,Jefferson City,MO,65102-1895,(573) 415-8234,,L180015,"Wells, Jasmine"
P181175,MD Management,5201 Johnson Drive,,Mission,KS,66205,(913) 831-2996,,L002396,"Bowers, James C."
P181178,Mechanical Contractors Association of Kansas City,"10955 Lowell Avenue, Suite 1050",,Overland Park,KS,66210,(913) 948-9200,,L001739,"Klarich, David John"
P181178,Mechanical Contractors Association of Kansas City,"10955 Lowell Avenue, Suite 1050",,Overland Park,KS,66210,(913) 948-9200,,L200223,"Klarich, Joshua 'Joshua' J"
P181179,Mechanical Contractors Association-Eastern Missouri,10825 Midwest Industrial Boulevard,,St. Louis,MO,63132,(314) 571-6600,,L001739,"Klarich, David John"
P181179,Mechanical Contractors Association-Eastern Missouri,10825 Midwest Industrial Boulevard,,St. Louis,MO,63132,(314) 571-6600,,L200223,"Klarich, Joshua 'Joshua' J"
P181181,Medical Solutions Supplier,"9 La Crue Street, Ste 2",,Glen Mills,PA,19342,(484) 589-5039,,L000186,"Carroll, Steven R"
P203508,Medical Specialties of Louisiana,3577 Commerce Drive,,Middleton,OH,45005,(513) 423-4272,,L000952,"McIntosh, Richard"
P181183,Medical Transportation Management,16 Hawk Ridge Drive,,Lake St. Louis,MO,63367,(800) 686-2129,,L200308,"Stalboerger, Philip 'Phil'"
P181184,"Mediware Information Systems, Inc.","11700 Plaza America Drive, Suite 1001",,Reston,VA,20190,(703) 657-1433,,L000952,"McIntosh, Richard"
P181184,"Mediware Information Systems, Inc.","11700 Plaza America Drive, Suite 1001",,Reston,VA,20190,(703) 657-1433,,L002682,"McCracken, David"
P181185,MEDNAX,"1301 Sawgrass Corporate Parkway, Suite 200",,Sunrise,FL,33323,(888) 445-1675,,L000720,"Reichard, Jay"
P181185,MEDNAX,"1301 Sawgrass Corporate Parkway, Suite 200",,Sunrise,FL,33323,(888) 445-1675,,L001265,"Steinmetz, Ginger"
P181185,MEDNAX,"1301 Sawgrass Corporate Parkway, Suite 200",,Sunrise,FL,33323,(888) 445-1675,,L001341,"Blunt, Andrew 'Andy'"
P181185,MEDNAX,"1301 Sawgrass Corporate Parkway, Suite 200",,Sunrise,FL,33323,(888) 445-1675,,L001499,"Moody, Christopher 'Chris'"
P181185,MEDNAX,"1301 Sawgrass Corporate Parkway, Suite 200",,Sunrise,FL,33323,(888) 445-1675,,L003652,"Torpey, Noel"
P181185,MEDNAX,"1301 Sawgrass Corporate Parkway, Suite 200",,Sunrise,FL,33323,(888) 445-1675,,L003862,"Schulte, Angela 'Angie'"
P181186,Mehlville Fire Protection District,11020 Mueller Road,,St. Louis,MO,63123,(314) 894-0420,,L000186,"Carroll, Steven R"
P181187,Mental Health America of Eastern Missouri,1905 S Grand Boulevard,,St. Louis,MO,63104,(314) 773-1399,,L000805,"Harness, Kathryn"
P182684,Mercer (US) Inc.,1166 Avenue of the Americas,,New York,NY,10036-2708,(573) 624-2412,,L000504,"Oestreich, George L."
P181188,"Merchandise Pickup Service, Inc.",4330 Fulton Drive,,Houston,TX,77009,(318) 352-7537,,L000952,"McIntosh, Richard"
P181189,Merck Sharp & Dohme Corp. and Its Affiliates,2350 Kerner Blvd,Suite 250,San Rafael,CA,94901,(573) 619-3111,,L002444,"Hoover, Caroline"
P181189,Merck Sharp & Dohme Corp. and Its Affiliates,2350 Kerner Blvd,Suite 250,San Rafael,CA,94901,(573) 619-3111,,L200330,"Feuerborn, Jordan"
P181190,Mercy,PO Box 10386,,Springfield,MO,65808-0386,(417) 820-7500,,L003748,"Richardson, Kelli"
P181190,Mercy,PO Box 10386,,Springfield,MO,65808-0386,(417) 820-7500,,L004311,"Marrs, William 'Will'"
P181192,Mercy Healthcare Systems,615 S. New Ballas Road,,St. Louis,MO,63141,(314) 251-1565,,L000128,"Bardgett, John E"
P181192,Mercy Healthcare Systems,615 S. New Ballas Road,,St. Louis,MO,63141,(314) 251-1565,,L001566,"Leonard, Erika"
P181192,Mercy Healthcare Systems,615 S. New Ballas Road,,St. Louis,MO,63141,(314) 251-1565,,L002827,"Wiles, Sam W"
P181192,Mercy Healthcare Systems,615 S. New Ballas Road,,St. Louis,MO,63141,(314) 251-1565,,L003105,"Roepe, Christopher 'Chris'"
P181192,Mercy Healthcare Systems,615 S. New Ballas Road,,St. Louis,MO,63141,(314) 251-1565,,L003549,"Bardgett, Jacqueline"
P181193,MERS/Missouri Goodwill Industries,1727 Locust Street,,St. Louis,MO,63103,(314) 241-3464,,L000698,"Winton , David"
P181193,MERS/Missouri Goodwill Industries,1727 Locust Street,,St. Louis,MO,63103,(314) 241-3464,,L003827,"Petrie, Jessica"
P181194,"Merscorp Holdings Inc. C/O Multistate Associates, Inc","515 King Street, Suite 300",,Alexandria,VA,22314,(703) 684-1110,,L002136,"Robbins, Thomas"
P181194,"Merscorp Holdings Inc. C/O Multistate Associates, Inc","515 King Street, Suite 300",,Alexandria,VA,22314,(703) 684-1110,,L003354,"Tilley, Steven"
P193166,Mertens Ventures LLC,1509 Woodrail Avenue,,Columbia,MO,65203,(573) 826-0442,,L190135,"Mertens, Courtney"
P181199,Metro West Fire Protection District,PO Box 310,,Wildwood,MO,63040,(636) 458-2100,,L001739,"Klarich, David John"
P181199,Metro West Fire Protection District,PO Box 310,,Wildwood,MO,63040,(636) 458-2100,,L200223,"Klarich, Joshua 'Joshua' J"
P181200,Metro-North Fire Protection District,1815 Chambers Rd.,,St. Louis,MO,63136,(314) 524-8484,,L001664,"Foley, James"
P181200,Metro-North Fire Protection District,1815 Chambers Rd.,,St. Louis,MO,63136,(314) 524-8484,,L001708,"Liese, Chris"
P181200,Metro-North Fire Protection District,1815 Chambers Rd.,,St. Louis,MO,63136,(314) 524-8484,,L001747,"Burton, Gary"
P181200,Metro-North Fire Protection District,1815 Chambers Rd.,,St. Louis,MO,63136,(314) 524-8484,,L003115,"Foley, Andrew"
P181200,Metro-North Fire Protection District,1815 Chambers Rd.,,St. Louis,MO,63136,(314) 524-8484,,L003963,"Dugger, Tony"
P181200,Metro-North Fire Protection District,1815 Chambers Rd.,,St. Louis,MO,63136,(314) 524-8484,,L200246,"Wright, Coltin"
P181201,Metropolitan Community College - Kansas City,3200 Broadway Blvd,,Kansas City,MO,64111,(816) 604-1000,,L001678,"Giddens, Nancy Lane"
P181201,Metropolitan Community College - Kansas City,3200 Broadway Blvd,,Kansas City,MO,64111,(816) 604-1000,,L002837,"Cooper, Shannon"
P181204,Metropolitan St. Louis Sewer District,2350 Market,,St. Louis,MO,63103,(314) 651-1185,,L000723,"Iman, Kyna"
P181204,Metropolitan St. Louis Sewer District,2350 Market,,St. Louis,MO,63103,(314) 651-1185,,L003962,"Brown, Claude"
P203690,"Meyer, McClamroch & Williams LLC",1003 E Jefferson Sreet,,Kirksville,MO,63501,(660) 665-7777,,L000946,"Brown, Travis Howard"
P203690,"Meyer, McClamroch & Williams LLC",1003 E Jefferson Sreet,,Kirksville,MO,63501,(660) 665-7777,,L001991,"King, Tracy"
P203690,"Meyer, McClamroch & Williams LLC",1003 E Jefferson Sreet,,Kirksville,MO,63501,(660) 665-7777,,L002136,"Robbins, Thomas"
P203690,"Meyer, McClamroch & Williams LLC",1003 E Jefferson Sreet,,Kirksville,MO,63501,(660) 665-7777,,L003354,"Tilley, Steven"
P181209,Michael G Winter Consultants,PO Box 305,,Jefferson City,MO,65101,(573) 634-5444,,L000697,"Winter, Michael G"
P181209,Michael G Winter Consultants,PO Box 305,,Jefferson City,MO,65101,(573) 634-5444,,L003552,"Grewing, Cassandra Allana"
P181211,Michael R Michelson and Associates,2635 Kenwood Dr.,,Jefferson City,MO,65109,(573) 680-1788,,L000468,"Michelson, Michael Randy"
P182513,Michael Wood and Associates,1 Catawba Pl,,Washington,MO,63090,(314) 602-9257,,L001224,"Wood, Michael R"
P203509,"Micro Electronics, Inc.",4119 Leap Road,,Hilliard,OH,43026,(614) 850-3000,,L001664,"Foley, James"
P203509,"Micro Electronics, Inc.",4119 Leap Road,,Hilliard,OH,43026,(614) 850-3000,,L001708,"Liese, Chris"
P203509,"Micro Electronics, Inc.",4119 Leap Road,,Hilliard,OH,43026,(614) 850-3000,,L002996,"Hahn, Jay R."
P203509,"Micro Electronics, Inc.",4119 Leap Road,,Hilliard,OH,43026,(614) 850-3000,,L190080,"Nittler, Stephen"
P181213,Microsoft Corporation,One Microsoft Way,Building 8,Redmond,WA,98052,(425) 706-3237,,L000598,"Shoehigh, William Eugene"
P181213,Microsoft Corporation,One Microsoft Way,Building 8,Redmond,WA,98052,(425) 706-3237,,L001325,"Wilson, Anthony T"
P181213,Microsoft Corporation,One Microsoft Way,Building 8,Redmond,WA,98052,(425) 706-3237,,L002996,"Hahn, Jay R."
P181213,Microsoft Corporation,One Microsoft Way,Building 8,Redmond,WA,98052,(425) 706-3237,,L190080,"Nittler, Stephen"
P181214,"Mid America Chapter of The Institute of Scrap Recycling Industries, Inc.",7733 Forsyth Blvd Suite 300,,Clayton,MO,63105,(314) 409-6812,,L000281,"Ford, Trent"
P181215,Mid-America Automatic Merchandising Association,#31 International Plaza Court,,St. Louis,MO,63074,(314) 423-3993,,L000128,"Bardgett, John E"
P181215,Mid-America Automatic Merchandising Association,#31 International Plaza Court,,St. Louis,MO,63074,(314) 423-3993,,L003105,"Roepe, Christopher 'Chris'"
P181215,Mid-America Automatic Merchandising Association,#31 International Plaza Court,,St. Louis,MO,63074,(314) 423-3993,,L003549,"Bardgett, Jacqueline"
P181218,Mid-America Regional Development Institute,156 Loose Creek Hwy,,Linn,MO,65051,(573) 338-6000,,L001418,"Bednar, Joseph Paul"
P181218,Mid-America Regional Development Institute,156 Loose Creek Hwy,,Linn,MO,65051,(573) 338-6000,,L001728,"Stiles, Kelli Denise"
P203463,Mid-America Transplant,1110 Highlands Plaza Dr E #100,,St. Louis,MO,63110,(314) 735-8341,,L200261,"Brenner, Lauren 'Lauren'"
P181220,"Mid-American Title Loans, LLC",3440 Preston Ridge Rd,,Alpharetta,GA,30005,(770) 510-5510,,L002396,"Bowers, James C."
P181222,Mid-Missouri Fellowship of Reconciliation,PO Box 268,,Columbia,MO,65205,(573) 449-4585,,L001308,"Stack, Jeff"
P181223,Mid-Missouri Legal Services,205 East Forest Ave,,Columbia,MO,65201,(573) 442-0116,,L000543,"Rhoads, Mark J"
P192847,Midwest ADP,3923 South Lynn Court,,Independence,MO,64055,(816) 836-3567,,L000523,"Penman, D. Scott"
P192847,Midwest ADP,3923 South Lynn Court,,Independence,MO,64055,(816) 836-3567,,L003875,"Nail, Kaycee"
P181227,Midwest Cyber Security Alliance,903 West High Street,,Jefferson City,MO,65109,(573) 239-0887,,L002135,"Scissors, Irl L."
P182648,Midwest Electronic Gaming,600 North Main Street,,Ellsworth,IL,61737,(309) 724-8395,,L000128,"Bardgett, John E"
P182648,Midwest Electronic Gaming,600 North Main Street,,Ellsworth,IL,61737,(309) 724-8395,,L001566,"Leonard, Erika"
P182648,Midwest Electronic Gaming,600 North Main Street,,Ellsworth,IL,61737,(309) 724-8395,,L002808,"Habbas, Mark"
P182648,Midwest Electronic Gaming,600 North Main Street,,Ellsworth,IL,61737,(309) 724-8395,,L003105,"Roepe, Christopher 'Chris'"
P182648,Midwest Electronic Gaming,600 North Main Street,,Ellsworth,IL,61737,(309) 724-8395,,L003549,"Bardgett, Jacqueline"
P181228,Midwest Energy Consumers Group,"308 E High Street, Suite 204",,Jefferson City,MO,65101,(573) 636-6006,,L000543,"Rhoads, Mark J"
P181228,Midwest Energy Consumers Group,"308 E High Street, Suite 204",,Jefferson City,MO,65101,(573) 636-6006,,L004245,"Woodsmall, David"
P193051,Midwest Transplant Network,1900 W. 47th Pl.,Suite 400,Westwood,KS,66205,(913) 261-6106,,L190134,"Gallimore, Salama"
P213719,"Milliman, Inc.",1301 Fifth Avenue,,Seattle,WA,98101,(206) 624-7940,,L000299,"Gamble, William"
P213719,"Milliman, Inc.",1301 Fifth Avenue,,Seattle,WA,98101,(206) 624-7940,,L000300,"Gamble, Cynthia"
P213719,"Milliman, Inc.",1301 Fifth Avenue,,Seattle,WA,98101,(206) 624-7940,,L000580,"Schlemeier, Jorgen"
P213719,"Milliman, Inc.",1301 Fifth Avenue,,Seattle,WA,98101,(206) 624-7940,,L000644,"Topp, Sarah"
P213719,"Milliman, Inc.",1301 Fifth Avenue,,Seattle,WA,98101,(206) 624-7940,,L002845,"Jackson, David"
P213719,"Milliman, Inc.",1301 Fifth Avenue,,Seattle,WA,98101,(206) 624-7940,,L003130,"Brooks, Jeffery"
P213719,"Milliman, Inc.",1301 Fifth Avenue,,Seattle,WA,98101,(206) 624-7940,,L003747,"Gamble, Kathryn"
P213719,"Milliman, Inc.",1301 Fifth Avenue,,Seattle,WA,98101,(206) 624-7940,,L004133,"Schlemeier, Sarah"
P213719,"Milliman, Inc.",1301 Fifth Avenue,,Seattle,WA,98101,(206) 624-7940,,L190054,"Wilson, Olivia"
P213719,"Milliman, Inc.",1301 Fifth Avenue,,Seattle,WA,98101,(206) 624-7940,,L190149,"Gamble, John"
P181239,Mining Industry Council of Missouri,101 E High Street,PO Box 725,Jefferson City,MO,65102-1072,(573) 635-7308,,L000576,"Scherr, Randy"
P181239,Mining Industry Council of Missouri,101 E High Street,PO Box 725,Jefferson City,MO,65102-1072,(573) 635-7308,,L000697,"Winter, Michael G"
P181239,Mining Industry Council of Missouri,101 E High Street,PO Box 725,Jefferson City,MO,65102-1072,(573) 635-7308,,L002441,"Bernskoetter, Brian"
P181241,MIRMA,3002 Falling Leaf Court,,Columbia,MO,65201,(573) 817-2554,,L002346,"Bonnot, Patrick"
P181241,MIRMA,3002 Falling Leaf Court,,Columbia,MO,65201,(573) 817-2554,,L002441,"Bernskoetter, Brian"
P181243,Mission St. Louis,3108 North Grand Blvd,,St. Louis,MO,63107,(636) 368-7106,,L002136,"Robbins, Thomas"
P181243,Mission St. Louis,3108 North Grand Blvd,,St. Louis,MO,63107,(636) 368-7106,,L003354,"Tilley, Steven"
P181243,Mission St. Louis,3108 North Grand Blvd,,St. Louis,MO,63107,(636) 368-7106,,L003829,"Sweeney, David W"
P181244,Missouri 911 Directors Association,"Scott Cason (President), Crawford County 911",PO Box 131,Steelville,MO,65565,(573) 775-4911,,L000523,"Penman, D. Scott"
P181244,Missouri 911 Directors Association,"Scott Cason (President), Crawford County 911",PO Box 131,Steelville,MO,65565,(573) 775-4911,,L003875,"Nail, Kaycee"
P182698,Missouri A/C and Mechanical Contractors,11939 Manchester Rd. No. 195,,Des Peres,MO,63131,(314) 966-2340,,L002996,"Hahn, Jay R."
P182698,Missouri A/C and Mechanical Contractors,11939 Manchester Rd. No. 195,,Des Peres,MO,63131,(314) 966-2340,,L190080,"Nittler, Stephen"
P181245,Missouri Academy of Family Physicians,722 West High Street,,Jefferson City,MO,65101-1526,(573) 635-0830,,L000576,"Scherr, Randy"
P181245,Missouri Academy of Family Physicians,722 West High Street,,Jefferson City,MO,65101-1526,(573) 635-0830,,L002441,"Bernskoetter, Brian"
P181246,Missouri Academy of Nutrition and Dietetics,101 E High St,Box 1225,Jefferson City,MO,65102-1225,(573) 636-2822,,L000558,"Roling, Brenda"
P181246,Missouri Academy of Nutrition and Dietetics,101 E High St,Box 1225,Jefferson City,MO,65102-1225,(573) 636-2822,,L000576,"Scherr, Randy"
P181247,Missouri Academy of Physician Assistants,6200 Lakeside Avenue,,Richmond,VA,23228,(314) 977-8641,,L000299,"Gamble, William"
P181247,Missouri Academy of Physician Assistants,6200 Lakeside Avenue,,Richmond,VA,23228,(314) 977-8641,,L000300,"Gamble, Cynthia"
P181247,Missouri Academy of Physician Assistants,6200 Lakeside Avenue,,Richmond,VA,23228,(314) 977-8641,,L000580,"Schlemeier, Jorgen"
P181247,Missouri Academy of Physician Assistants,6200 Lakeside Avenue,,Richmond,VA,23228,(314) 977-8641,,L000644,"Topp, Sarah"
P181247,Missouri Academy of Physician Assistants,6200 Lakeside Avenue,,Richmond,VA,23228,(314) 977-8641,,L002845,"Jackson, David"
P181247,Missouri Academy of Physician Assistants,6200 Lakeside Avenue,,Richmond,VA,23228,(314) 977-8641,,L003130,"Brooks, Jeffery"
P181247,Missouri Academy of Physician Assistants,6200 Lakeside Avenue,,Richmond,VA,23228,(314) 977-8641,,L003747,"Gamble, Kathryn"
P181247,Missouri Academy of Physician Assistants,6200 Lakeside Avenue,,Richmond,VA,23228,(314) 977-8641,,L004133,"Schlemeier, Sarah"
P181247,Missouri Academy of Physician Assistants,6200 Lakeside Avenue,,Richmond,VA,23228,(314) 977-8641,,L190054,"Wilson, Olivia"
P181247,Missouri Academy of Physician Assistants,6200 Lakeside Avenue,,Richmond,VA,23228,(314) 977-8641,,L190149,"Gamble, John"
P181571,Missouri AFL-CIO,131 E. High St,Suite 101,Jefferson City,MO,65101,(573) 634-2115,,L002691,"Menges, Ken"
P181571,Missouri AFL-CIO,131 E. High St,Suite 101,Jefferson City,MO,65101,(573) 634-2115,,L003169,"Faul, James Patrick"
P181571,Missouri AFL-CIO,131 E. High St,Suite 101,Jefferson City,MO,65101,(573) 634-2115,,L003557,"Evans, Michael Anthonty"
P181571,Missouri AFL-CIO,131 E. High St,Suite 101,Jefferson City,MO,65101,(573) 634-2115,,L003986,"Berry, Merri"
P181571,Missouri AFL-CIO,131 E. High St,Suite 101,Jefferson City,MO,65101,(573) 634-2115,,L200317,"Troesser, Matt"
P181571,Missouri AFL-CIO,131 E. High St,Suite 101,Jefferson City,MO,65101,(573) 634-2115,,L210360,"Hummel, Jacob W"
P181249,Missouri Agribusiness Association,PO Box 1728,,Jefferson City,MO,65102,(573) 636-6130,,L000164,"Brundage, Robert J."
P181249,Missouri Agribusiness Association,PO Box 1728,,Jefferson City,MO,65102,(573) 636-6130,,L000791,"Taylor, Steve K"
P181249,Missouri Agribusiness Association,PO Box 1728,,Jefferson City,MO,65102,(573) 636-6130,,L003134,"Benz, William 'Tony' Anthony"
P181250,Missouri Alliance For Animal Legislation,PO Box 300036,,St. Louis,MO,63130-0036,(314) 361-3944,,L001991,"King, Tracy"
P181250,Missouri Alliance For Animal Legislation,PO Box 300036,,St. Louis,MO,63130-0036,(314) 361-3944,,L002136,"Robbins, Thomas"
P181250,Missouri Alliance For Animal Legislation,PO Box 300036,,St. Louis,MO,63130-0036,(314) 361-3944,,L003135,"Baker, Robert 'Bob'"
P181250,Missouri Alliance For Animal Legislation,PO Box 300036,,St. Louis,MO,63130-0036,(314) 361-3944,,L003354,"Tilley, Steven"
P181250,Missouri Alliance For Animal Legislation,PO Box 300036,,St. Louis,MO,63130-0036,(314) 361-3944,,L210357,"McCarthy-Sinclair, Aislinn Rose"
P181251,Missouri Alliance For Art Education,124 East High Street,PO Box 1483,Jefferson City,MO,63103,(314) 651-1185,,L000723,"Iman, Kyna"
P181252,Missouri Alliance For Freedom,PO Box 2262,,Jefferson City,MO,65102,(573) 635-7674,,L001867,"Patek, Jewell"
P181253,Missouri Alliance For Home Care,2420 Hyde Park Ste A,,Jefferson City,MO,65109,(573) 634-7772,,L001265,"Steinmetz, Ginger"
P181253,Missouri Alliance For Home Care,2420 Hyde Park Ste A,,Jefferson City,MO,65109,(573) 634-7772,,L001341,"Blunt, Andrew 'Andy'"
P181253,Missouri Alliance For Home Care,2420 Hyde Park Ste A,,Jefferson City,MO,65109,(573) 634-7772,,L001499,"Moody, Christopher 'Chris'"
P181253,Missouri Alliance For Home Care,2420 Hyde Park Ste A,,Jefferson City,MO,65109,(573) 634-7772,,L003652,"Torpey, Noel"
P181253,Missouri Alliance For Home Care,2420 Hyde Park Ste A,,Jefferson City,MO,65109,(573) 634-7772,,L003710,"Hudspeth, Carol"
P181253,Missouri Alliance For Home Care,2420 Hyde Park Ste A,,Jefferson City,MO,65109,(573) 634-7772,,L003862,"Schulte, Angela 'Angie'"
P182676,"Missouri Alliance for Veterans Care, LLC",PO Box 32,,Jadwin,MO,65501,(573) 739-9161,,L003258,"Zamkus, Jason Matthew"
P193077,Missouri Alliance of Professional Bail Bond Agents,PO Box 3783,,Joplin,MO,64803,(417) 358-0602,,L002338,"Harris, James"
P181256,Missouri Ambulance Association,PO Box 522,,Jefferson City,MO,65102,(573) 634-0050,,L000327,"Hemphill, Brent"
P181257,Missouri Ambulatory Surgery Center Association,124 East High St,,Jefferson City,MO,65101,(573) 635-6044,,L000299,"Gamble, William"
P181257,Missouri Ambulatory Surgery Center Association,124 East High St,,Jefferson City,MO,65101,(573) 635-6044,,L000300,"Gamble, Cynthia"
P181257,Missouri Ambulatory Surgery Center Association,124 East High St,,Jefferson City,MO,65101,(573) 635-6044,,L000580,"Schlemeier, Jorgen"
P181257,Missouri Ambulatory Surgery Center Association,124 East High St,,Jefferson City,MO,65101,(573) 635-6044,,L000644,"Topp, Sarah"
P181257,Missouri Ambulatory Surgery Center Association,124 East High St,,Jefferson City,MO,65101,(573) 635-6044,,L002845,"Jackson, David"
P181257,Missouri Ambulatory Surgery Center Association,124 East High St,,Jefferson City,MO,65101,(573) 635-6044,,L003130,"Brooks, Jeffery"
P181257,Missouri Ambulatory Surgery Center Association,124 East High St,,Jefferson City,MO,65101,(573) 635-6044,,L003747,"Gamble, Kathryn"
P181257,Missouri Ambulatory Surgery Center Association,124 East High St,,Jefferson City,MO,65101,(573) 635-6044,,L004133,"Schlemeier, Sarah"
P181257,Missouri Ambulatory Surgery Center Association,124 East High St,,Jefferson City,MO,65101,(573) 635-6044,,L190054,"Wilson, Olivia"
P181257,Missouri Ambulatory Surgery Center Association,124 East High St,,Jefferson City,MO,65101,(573) 635-6044,,L190149,"Gamble, John"
P181258,Missouri American Water,727 Craig Rd,,St. Louis,MO,63141,(314) 996-2360,,L001061,"Schlosser, Lynne Marie"
P181258,Missouri American Water,727 Craig Rd,,St. Louis,MO,63141,(314) 996-2360,,L001664,"Foley, James"
P181258,Missouri American Water,727 Craig Rd,,St. Louis,MO,63141,(314) 996-2360,,L001708,"Liese, Chris"
P181258,Missouri American Water,727 Craig Rd,,St. Louis,MO,63141,(314) 996-2360,,L001747,"Burton, Gary"
P181258,Missouri American Water,727 Craig Rd,,St. Louis,MO,63141,(314) 996-2360,,L002586,"English, Neal"
P181258,Missouri American Water,727 Craig Rd,,St. Louis,MO,63141,(314) 996-2360,,L002617,"Page, Christine Marie"
P181258,Missouri American Water,727 Craig Rd,,St. Louis,MO,63141,(314) 996-2360,,L002996,"Hahn, Jay R."
P181258,Missouri American Water,727 Craig Rd,,St. Louis,MO,63141,(314) 996-2360,,L003115,"Foley, Andrew"
P181258,Missouri American Water,727 Craig Rd,,St. Louis,MO,63141,(314) 996-2360,,L003963,"Dugger, Tony"
P181258,Missouri American Water,727 Craig Rd,,St. Louis,MO,63141,(314) 996-2360,,L003964,"Franklin, Cecil 'Ken' McKinley"
P181258,Missouri American Water,727 Craig Rd,,St. Louis,MO,63141,(314) 996-2360,,L200246,"Wright, Coltin"
P181261,Missouri Animal Husbandry Association,2195 Oak Ridge Rd.,,Mansfield,MO,65704,(417) 448-9484,,L000625,"Strange, Karen"
P181261,Missouri Animal Husbandry Association,2195 Oak Ridge Rd.,,Mansfield,MO,65704,(417) 448-9484,,L003107,"York, Barb"
P181262,Missouri Apartment Association,PO Box 776,,Columbia,MO,65205,(913) 248-0355,,L000689,"Wiles, Richard 'Dick' C"
P181262,Missouri Apartment Association,PO Box 776,,Columbia,MO,65205,(913) 248-0355,,L002827,"Wiles, Sam W"
P192980,Missouri Appleseed,100 N Tucker Blvd,Room 840,St Louis,MO,63101,(314) 977-4611,,L004316,"Smith, Jeff Ryan"
P192980,Missouri Appleseed,100 N Tucker Blvd,Room 840,St Louis,MO,63101,(314) 977-4611,,L190083,"Weiss, Elizabeth 'Liza'"
P181263,Missouri Appraisers Advisory Council,231 Witt Road,,Eldon,MO,65026,(573) 280-5363,,L001642,"Watson, Trent"
P181264,Missouri Asphalt Pavement Association,1221 Jefferson Street,PO Box 104855,Jefferson City,MO,65110,(573) 635-6071,,L000378,"Kipping, Jeffrey Michael"
P181264,Missouri Asphalt Pavement Association,1221 Jefferson Street,PO Box 104855,Jefferson City,MO,65110,(573) 635-6071,,L001341,"Blunt, Andrew 'Andy'"
P181264,Missouri Asphalt Pavement Association,1221 Jefferson Street,PO Box 104855,Jefferson City,MO,65110,(573) 635-6071,,L001861,"Duwe, Daryl"
P181264,Missouri Asphalt Pavement Association,1221 Jefferson Street,PO Box 104855,Jefferson City,MO,65110,(573) 635-6071,,L003652,"Torpey, Noel"
P181264,Missouri Asphalt Pavement Association,1221 Jefferson Street,PO Box 104855,Jefferson City,MO,65110,(573) 635-6071,,L003862,"Schulte, Angela 'Angie'"
P181265,Missouri Association for Career and Technical Education,10349 Route CC,,Stella,MO,64867,(417) 628-3427,,L000299,"Gamble, William"
P181265,Missouri Association for Career and Technical Education,10349 Route CC,,Stella,MO,64867,(417) 628-3427,,L000300,"Gamble, Cynthia"
P181265,Missouri Association for Career and Technical Education,10349 Route CC,,Stella,MO,64867,(417) 628-3427,,L000580,"Schlemeier, Jorgen"
P181265,Missouri Association for Career and Technical Education,10349 Route CC,,Stella,MO,64867,(417) 628-3427,,L000644,"Topp, Sarah"
P181265,Missouri Association for Career and Technical Education,10349 Route CC,,Stella,MO,64867,(417) 628-3427,,L002845,"Jackson, David"
P181265,Missouri Association for Career and Technical Education,10349 Route CC,,Stella,MO,64867,(417) 628-3427,,L003130,"Brooks, Jeffery"
P181265,Missouri Association for Career and Technical Education,10349 Route CC,,Stella,MO,64867,(417) 628-3427,,L003747,"Gamble, Kathryn"
P181265,Missouri Association for Career and Technical Education,10349 Route CC,,Stella,MO,64867,(417) 628-3427,,L004133,"Schlemeier, Sarah"
P181265,Missouri Association for Career and Technical Education,10349 Route CC,,Stella,MO,64867,(417) 628-3427,,L190054,"Wilson, Olivia"
P181265,Missouri Association for Career and Technical Education,10349 Route CC,,Stella,MO,64867,(417) 628-3427,,L190149,"Gamble, John"
P181269,Missouri Association of Beer Wholesalers,PO Box 105306,,Jefferson City,MO,65110,(573) 619-1938,,L002988,"Bates, Brad"
P181330,Missouri Association of Career Fire Protection Districts,225 S Meramec,,Clayton,MO,63105,(314) 739-3118,,L001566,"Leonard, Erika"
P181330,Missouri Association of Career Fire Protection Districts,225 S Meramec,,Clayton,MO,63105,(314) 739-3118,,L001664,"Foley, James"
